Item;Oracion;Lenguaje
8579;Anakalaka saa'in nümüin Hamor je nümüin Siquem tü nachuntakat na nüchonniikana Jacob namüin.;guc
8580;Je süka alin ma'i Dina nüpüla Siquem, o'ttüshi yaawala'aya Siquem sünain aa'inraa tü achuntünakat nümüin. Süka kojutüin Siquem nouliale'eya napüshua na nüchonniikana Hamor,;guc
8581;nu'unakalaka nümaa chi nüshikai nanainmüin na tooloyuukana eemüinre nakotchijaale so'ulu'ukot tü pueulokat süpüla aashajawaa namaa. Namakalaka namüin:;guc
8582;―Kamaneeshii ma'i na nüchonniikana Jacob, saa'in wamüin. Miyo'u ma'i tü mma woumainkat wapüla wayakana je napüla nayakanaya. Anasü saa'in wamüin müleka kepiale naya yaa wa'aka sulu'u tü mmakat süpüla waraittüinjanain naya eepünaale nacheküin. Anakaja müleka wa'wayuusere tü nachooinkalüirua je na'wayuusere tü wachooinkalüiruaya.;guc
8583;Otta süpüla kepiainjanain naya wa'aka süpüla wanaawajiraainjana waya, nachuntüin wapüleerua shi'yotoonüin wata waya tooloyuukana wapüshua'aya maa aka shi'yotooushin nata nayakana.;guc
8584;Washinnuu ma'i naya. Müleka waa'inrüle tü nachuntakat, wama'aneerü süpüshua'aya tü namü'ünüinkalüirua je süpüshua tü nakorolokolüirua. Anakaja pansaale joolu'u wanüiki süpüla nountüin kepiain naya wa'aka ―müshii naya sümüin tü wayuukolüirua.;guc
8585;Je na tooloyuu kepiakana sulu'u tü pueulokat, naapapa tü nümakat Hamor je Siquem, “Anakaja” müshii. No'yotoonakalaka ata napüshua'aya na wayuu tooloyuukana kepiakana sulu'u tü pueulokat.;guc
8586;Shiasa mapa apünüin ka'i, nnojolüiwa'aya süshatüin nata na tooloyuukana süchikijee o'yotoonaa, nekerotakalaka Simeón oo'ulaka Leví, piamashii na nüchonniikana Jacob, na shipayakana Dina, sulu'umüin tü pueulokat. Anamiashii naya sünain antaa saashin tü wayuu kepiakat sulu'u tü pueulokat. Otta naapaajaa namüsia tü nachajaruutsekat süpüla no'una'alüin naa'in napüshua'ale na tooloyuukana yala sulu'u tü pueulokat.;guc
8587;No'uta aa'inchi Hamor oo'ulaka Siquem. Nasaajaakalaka Dina sulu'ujee nipia Siquem sünain ojuittaa sulu'ujee tü pueulokat.;guc
8588;Shiasa süchikijee tia, nekerojookalaka waneeinnua na nüchonniikana Jacob sulu'umüin tü pueulokat sünain nasaajaain sükorolo tü wayuu kepiakalüirua sulu'u saaliijee sütaüjaanüin tü nashunuukat nütüma Siquem.;guc
8589;Nasaajaain süpüshua tü sükorolokalüirua wayuu kepiakat sulu'u tü pueulokat, maa aka paa'a je püliikü, je süpüshua tü sümü'ünüinkalüirua eekai eein süpa'a tia anooikat.;guc
8590;Nasütüin sükorolo tü wayuukolüirua je nalü'üjüin shia sulu'ujee tü nepiakalüirua. Je nata'ülüin tü jieyuukat oo'ulaka tü tepichikat sümaa namaain shia sulu'ujee tia pueulokat.;guc
8591;Nümakalaka Jacob nümüin Simeón je Leví: ―Aisha'ajaa, e'rülii wayumüin jia. Mülieechi joolu'u taya saaliijee tü kasa mojusü jaa'inrüitpakat. Kanainjeechi taya saa'in tü wayuu cananeokat, tü wayuu ferezeokat, je napüshua na eekana kepiain yaaya sulu'u tü mmakat. Nnojotsü wama'ana wainma wayuu tooloyuu süpüla atkawaa namaa. Müleka nakotchijiraale süpüla nashutüin waa'u, no'uteerü waa'in wapüshua ―müshi Jacob namüin.;guc
8592;Nasouktakalaka nümüin: ―Aisha'ajaa. Mojushaatasü ma'i tü naa'inrakat sümüin tü washunuukat. Mojutsat shia nütüma sükajee tia. Wayuuyaa maa'insat naajüin. Anasü tü waa'inrakat süka pasalaain watüma tü washunuukat ―müshii.;guc
8593;Shiasa mapa, nümakalaka chi Maleiwakai nümüin Jacob: “Pu'una pümaala yaajee eejee tü pueulokat Siquem sünain pükolojooinjachin chaa eemüin tü pueulokat Bet-el süpüla kepiainjachin pia cha'aya. Soto paa'in sünain tee'iyataainkain pümüin cha'aya Bet-el süchikijee isainkain pia nuulia Esaú chi pipayakai. Püpaa'uwajaajeerü joolu'u ipa süpüla pükumajüinjatüin wane a'ajüleepala cha'aya süpüla pa'ajüinjatüin kasa tamüin sünain pii'iyatüinjatüin tojut tamüin”, müshi Maleiwakai nümüin.;guc
8594;Süchikijee kettaain naashajaala chi Maleiwakai nümaa Jacob, nümakalaka namüin na nu'wayuusekana, na nüchonniikana, je napüshua na nümaajanakana: ―Jujuta jümaala süpüshua'ale'eya tü shiyaakuakat jümaleiwaseyaasükalüirua. Jo'oojo jümata süpüla wuleinjatüin jükuaippa nu'upala Maleiwa je jüshijaa tü jüshe'inkat.;guc
8595;O'unajana waya joolu'u yaajee yaa chamüin eemüin tü pueulokat Bet-el eere nii'iyataainkain chi Maleiwakai tamüin. Nükaaliijain taya wanaa sümaa müliain taya süchikijee isain taya nüma'anajee chi tepayakai. Shiasa süchikijee ka'ikat tia, shiimüin sünain nnojolin nüpütüin taya chi Maleiwakai tamüiwa. Eejachi nia tamaa waneepia eepünaale to'unüin. Je joolu'u, wantapa chamüin, tapaa'uwajaajeerü wane ipairua süpülainjatü akumajaa wane a'ajüleepala süpüla ta'ajüinjatüin kasa nümüin Maleiwa sünain tee'iyatüinjatüin nujut nümüin ―müshi Jacob sümüin tü nüpüshikalüirua.;guc
8596;Aapünüsüjese'e nümüin Jacob süpüshua'aya tü shiyaakuakat namaleiwaseyaasükalüirua oo'ulaka tü che'esaakalüirua süpüla nojoitüinjatüin shia. Nojoitakalaka shia suupünaa tü wunu'ukot peje sünain tü pueulokat Siquem eejachire naashajaain chi Maleiwakai paala sümaiwa nümaa Abraham.;guc
8597;Nu'unakalaka Jacob namaa napüshua na nüpüshikana. Otta, mayaainje jashichin na wayuu kepiakana pejepünaa nanain, nnojoishii olojüin nachiirua süpüla atkawaa namaa. Süka jamüin, keemashii na nüchooinkana Jacob namüin na wayuukana nütüma chi Maleiwakai.;guc
8598;Nantapaatakalaka Jacob je na nüpüshikana eemüin tü pueulokat Bet-el, sümaa ayatayüli'inya naya sulu'u tü mmakat Canaán. (Je sünülia tü pueulokat paala, Luz.);guc
8599;Je cha'aya, nüpaa'uwajaakalaka ipa süpüla akumajaa wane a'ajüleepala süpüla na'ajüinjatüin kasa nümüin Maleiwa sünain nii'iyatüinjatüin nujut nümüin. Ni'itaain sünülia “El-bet-el” sümüin tü a'ajüleepalakat, süka nii'iyataain paala chi Maleiwakai nümüin cha'aya wanaa sümaa isainkain nia nuulia chi nuwalakai.;guc
8600;Shiasa süchikijee tia, ouktüsü Débora, tü süchepchiapü'ükat Rebeca tü niikat Jacob. Ojoitünüsü  shia  nütüma Jacob suupünaa wane wunu'u yala uuchijeeru'u sünain Bet-el. Ni'itaain Jacob “Alón-bacut” sümünüin tü wunu'ukot süka na'yalajüin ma'i cha'aya.;guc
8601;Nii'iyataakalaka joo chi Maleiwakai nüchikua'aya nümüin Jacob. Piantuaichi joo nia ee'iyataain nümüin süchikijee nüle'ejüin Jacob chajee Padan-aramjee. Maa aka tü nümakat paala nümüin, nümakalaka joolu'u nüchikua nümüin sünain nii'iyatüinjatüin na'anasia nümüin:;guc
8602;“Müichia nnojoleerüin Jacob pünülia, alu'ujasa Israeleerü pünülia”, müshi. (Ayatakalaka Israel nümünüin maa'ulu yaa.);guc
8603;Ayatüshi chi Maleiwakai sünain aashajawaa nümüin Jacob: “Taya chi Maleiwa Pülashikai ma'i. Tacheküin süpüleerua wainmeerüin tatüma tü puu'uliwo'ukalüirua süpüla kojuteenain naya sulu'upünaa tü suumainkalüirua wayuu süpüshua. Je sa'aka tü puu'uliwo'ukalüirua, eejeerü eweetüin wayuuirua eekai sülaüleerüin mma.;guc
8604;Süpüshua'aya tü mma kepiakat alu'u joolu'u pia, tü Canaánkat anülia, tü taapakalüinka paala nümüin Abraham oo'ulaka nümüin Isaac, chi püshikai, shiimüin sünain taapeerüin shia pümüin je namüin na puu'uliwo'ukana napüshua,” müshi Maleiwakai nümüin Jacob.;guc
8605;Shiasa süchikijee tia, nu'unakalaka chi Maleiwakai nuulia Jacob.;guc
8606;Je cha'aya, naapaakalaka Jacob wane ipa sümaa nüsha'wale'erüin shia. Nüshorottirüin “wiino” oo'ulaka seita “olivo” saa'u tü ipakat. Shiyaawaseinjatü sünain naashajaain chi Maleiwakai nümaa cha'aya.;guc
8607;Ayatüsü Bet-el sümünüin tü mmakat nütüma Jacob süka nii'iyataain chi Maleiwakai nümüin cha'aya.;guc
8608;Shiasa mapa kojuya juya, wanaa sümaa ipuolüin Raquel, okolojooshi Jacob je na nu'wayuusekana oo'ulaka na nüchonniikana chajee cha'aya sulu'ujee Bet-el uuchimüin eemüin tü pueulokat Efrata. Otta ka'yatayülia tü mmakat süpüla antaa Efratamüin, alü'ütsü Raquel süpüla jemeyulaa. Kajaliwashaatakalaka shia süpüla jemeyulaa nümaa chi süchonkai yaa sulu'upünaa tü wopukot.;guc
8609;Je miyo'upa tü saaliikat sümüin, sümakalaka tü wayuu eemeijütkat sümüin Raquel: “Nnojo mmolüin pia. Eweetshi joo wane jo'uu tooloya”, müsü.;guc
8610;Otta müsia Raquel, mayeinsü ma'i süchikijee jemeyulaa. Je nnojolüiwa'aya ouktüin shia, shi'itaain Benoni nünülia chi süchonkai. Otta süchikijee ouktapa shia, e'itaanüsü nünülia Benjamín nütüma chi nüshikai.;guc
8611;Sojoitünakalaka ne'e müliashii peje sünain tü wopu chawatkat Efratamüin. (Je sünülia tü pueulokat Efrata, maa'ulu yaa,  Belén  sünülia.);guc
8612;Naapaakalaka Jacob  wane ipa sünain nüsha'wate'erüin shia yala saa'u eejatüle sojoitünüin süpüla sütüjaanüin aa'u Raquel jalain shia mmaapüin. Ichaayülia tü ipakat maa'ulu yaa.;guc
8613;Je süchikijee tia, ayatüshi Jacob o'unüin uuchimüin. Shiasa'a nüntapa chamüin eemüinjanale naya, ni'itaakalaka nejepüse waneejee sa'ata tü aliikajaalee kanüliakat Migdal-edar.;guc
8614;So'u wane ka'i, wanaa sümaa kepiain Jacob sulu'u tia mmakat, ekerotüshi Rubén sulu'u sejepüse Bilha, wane tü suwala'ata nu'wayuusekat chi nüshikai. Nüinkaakalaka sümaa. Je Jacob, nütüjaapa saa'u naainjala chi nüchonkai, jashichikalaka nia nümüin. Anuutaaka nanülia na polooshiikana piammüin nüchonnii Jacob kepiakana nümaa cha'aya:;guc
8615;Na süchonniikana Lea, naya naa: Rubén, chi nüchon Jacob epayaakai, oo'ulaka Simeón, Leví, Judá, Isacar je Zabulón.;guc
8616;Na süchonniikana Raquel, naya naa: José oo'ulaka Benjamín.;guc
8617;Na süchonniikana Bilha, tü süchepchiakat Raquel, naya naa: Dan oo'ulaka Neftalí.;guc
8618;Na süchonniikana Zilpa, tü süchepchiakat Lea, naya naa: Gad oo'ulaka Aser. Naya napüshua na nüchonnii Jacob jemeikana cha'aya sulu'u tü mmakat Padan-aram.;guc
8619;So'u wane ka'i, okolojooshi Jacob chamü'inya nuumainpa'amüin Isaac chi nüshikai sulu'u tü mmakat Mamre eemüin tü pueulokat Arba eepü'üle kepiain Abraham. (Hebrón sünülia Arba maa'ulu yaa.);guc
8620;Wainma ma'i nuuyase Isaac nüntapa Jacob nünainmüin. Je 180 nuuyase, ouktüshi nia. Eejachi Esaú oo'ulaka Jacob süpüla ne'iküinjachin nia.;guc
8621;Edom nanülia na nuu'uliwo'ukana Esaú maa'ulu yaa.;guc
8622;"Ka'wayuuseshi Esaú apünüinsü jieyuu chaje'ewalüirua Canaán. Anuu nanülia: Ada, nüchonkot Elón chi wayuu heteokai; Aholibama, nüchonkot Aná chi nüchonkai Zibeón chi wayuu heveokai;";guc
8623;oo'ulaka Basemat, nüchonkot Ismael, nushunuukat Nebaiot.;guc
8624;"Je na nüchooinkana Esaú, naya naa: Chi süchonkai Ada: nia Elifaz; chi süchonkai Basemat: nia Reuel;";guc
8625;na süchonkana Aholibama: naya Jeús, Jaalam oo'ulaka Coré. Ja'raishii napüshua na nüchooinkana Esaú, süchonyuukana tü apünüinsükat nu'wayuuse. Jemeishii naya napüshua sulu'u tü mmakat Canaán.;guc
8626;Saja'ttakalaka joo shiküle mma je süpana wunu'u süpüleerua tü namü'ünüinkalüirua Esaú je Jacob chi nimüliakai yala sulu'u tü mmakat Canaán. Je acho'ujaasü wüin süsüinjatkat tü mürütkalüirua süpüshua. So'u wane ka'i, nükolojookalaka Esaú sulu'ujee tia mmakat Canaán. O'unüshi nia nüma'anajee Jacob süka wainmain mürüt nama'ana je süka mouliuulin tü mmakat napüleerua. Je nümaasü tü nu'wayuusekalüirua, nüchonkalüirua, oo'ulaka süpüshua tü wayuu nümaajatkalüirua. Je o'unüsü nümaa tü nümü'ünüinkalüirua je tü nükorolo ani'iraasükat wanaa sümaa kepiain nia sulu'u tü mmakat Canaán. O'unüshii naya sulu'umüin wane mma wane sümüin,;guc
8627;eere kepiain naya sa'aka wane uuchiirua kanüliasü Seir. Je maa'ulu yaa, Edom sünülia tü mmakat sümaa nanülia na nuu'uliwo'ukana Esaú. Nia Esaú natuushika'aya napüshua na wayuu Edomkanairua.;guc
8628;Otta Elifaz, chi süchonkai Ada tü nu'wayuusekat Esaú, piamasü nu'wayuuse. Ja'raishii süchonnii wane nu'wayuuse, naya naa: Temán, Omar, Zefo, Gatam oo'ulaka Cenaz. Otta süchon Timna, tü suwala'atakat nu'wayuuse Elifaz, nia Amalec. Otta Reuel, chi süchonkai Basemat tü nu'wayuusekat Esaú, pienchishii nüchonnii, naya naa: Nahat, Zera, Sama oo'ulaka Miza.;guc
8629;Otta Jeús, Jaalam oo'ulaka Coré, naya na süchonniikana Aholibama tü nu'wayuusekat Esaú, tü nüchonkot Aná chi nüchonkai Zibeón.;guc
8630;Anuu ne'iruku na nuu'uliwo'ukana Esaú maa'ulu yaa sulu'u tü mmakat Edom. Ne'iruku na nuu'uliwo'ukana Elifaz, naya naa: Temányuukana, Omaryuukana, Zefoyuukana, Cenazyuukana, Gatamyuukana, oo'ulaka na Amalecyuukana. Shia ne'irukuka'aya tüü, na suu'uliwo'ukana Ada nu'wayuusekat Esaú.;guc
8631;Ne'iruku na nuu'uliwo'ukana Reuel, naya naa: Nahatyuukana, Zerayuukana, Samayuukana oo'ulaka na Mizayuukana. Shia ne'irukuka'aya tüü, na suu'uliwo'ukana Basemat nu'wayuuse Esaú.;guc
8632;Ne'iruku na suu'uliwo'ukana Aholibama tü nu'wayuusekat Esaú, tü nüchonkot Aná, naya naa: Jeúsyuukana, Jaalamyuukana, oo'ulaka na Coréyuukana.;guc
8633;Shia ne'irukuka'aya tiairua, na nuu'uliwo'ukana Esaú.;guc
8634;Je paala sümaiwa nüntaiwa'aya Esaú sa'akamüin tü uuchikalüirua kanüliakat Seir, kepiatüjülia cha'aya wane wayuuirua nuu'uliwo'uirua Seir, wayuu Horeo nia. Na nuu'uliwo'ukana Seir, naya naa: Lotán, Sobal, Zibeón, Aná, Disón, Ezer oo'ulaka Disán.;guc
8635;Je ne'iruku na nuu'uliwo'ukana Lotán, naya naa: Horiyuukana oo'ulaka na Hemamyuukana. Je tü nushunuukat Lotán, Timna sünülia.;guc
8636;Je ne'iruku na nuu'uliwo'ukana Sobal, naya naa: Alványuukana, Manahatyuukana, Ebalyuukana, Sefoyuukana oo'ulaka na Onamyuukana.;guc
8637;Otta Zibeón, piamashii nüchon tooloyuu: Aja oo'ulaka Aná. E'nnaajünüshi Aná sütüma wayuu süka nüntüin paala sünain wane wüin anasü wanaa sümaa nürüleejüin nüpüliise Zibeón chi nüshikai sulu'u wane mma maa'inyatuuisü.;guc
8638;Otta chi nüchonkai Aná, nia Disón. Ne'iruku na nuu'uliwo'ukana Disón, naya naa: Hemdányuukana, Esbányuukana, Itrányuukana oo'ulaka na Querányuukana. Otta nushunuu Disón, Aholibama sünülia.;guc
8639;Ne'iruku na nuu'uliwo'ukana Ezer, naya naa: Bilhányuukana, Zaaványuukana oo'ulaka na Acányuukana.;guc
8640;Ne'iruku na nuu'uliwo'ukana Disán, naya naa: Uzyuukana oo'ulaka na Arányuukana.;guc
8641;Wayuu Horeo napüshua na nünainjeejanakana Seir: Lotán, Sobal, Zibeón, Aná, Disón, Ezer oo'ulaka Disán.;guc
8642;Süpülapünaa neweetüin wane sülaülashi tü wayuu Israelkalüirua, eetüjülia wane sülaülaashi tü mmakat Edom.;guc
8643;Aluwataashi palajana Bela nüchon Beor, wayuu Dinabaje'ewai.;guc
8644;Ouktapa Bela, aluwataashi Jobab nüchon Zera, wayuu Bosraje'ewai.;guc
8645;Ouktapa Jobab, aluwataashi Husam, chaje'ewaikai sulu'ujee tü mmakat Temán.;guc
8646;Ouktapa Husam, aluwa taashi Hadad nüchon Bedad, wayuu Avitje'ewai. Otta Hadad, nia ayamülaka na wayuukana Madián sulu'u tü mmakat Moab.;guc
8647;Ouktapa Hadad, aluwataashi Samla, wayuu Masrecaje'ewai.;guc
8648;Ouktapa Samla, aluwataashi Saúl, wayuu Rehobotje'ewai sotpa'a tü süchikat Éufrates.;guc
8649;Ouktapa Saúl, aluwataashi Baalhanán nüchon Acbor.;guc
8650;Ouktapa Baal-hanán, aluwataashi Hadar, wayuu Pauje'ewai. Otta tü nu'wayuusekat Hadar, shia Mehetabel, süchon Matred, sülüin Mezaab.;guc
8651;Otta müshia Esaú, nia natuushika napüshua na wayuu sulu'ukana tü mmakat Edom: Timnajanakana, Alvajanakana, Jetetjanakana, Aholibamajanakana, Elajanakana, Pinónjanakana, Cenazjanakana, Temánjanakana, Mibzarjanakana, Magdieljanakana oo'ulaka na Iramjanakana. Tü mmakat kepiakana alu'u naya, nanüliasü nayakanaya.;guc
8652;Ayatüshia Jacob kepiain sulu'u tü mmakat Canaán eepü'üle kepiain chi nüshikai paala maa aka wane wayuu naata. Anuu nüchiki Jacob namaa na nüchonniikana: Otta José chi nüchonkai Jacob, poloopa juya akaratshimüin nuuyase, arüleejapü'üshi anneerü namaa na nuwalayuukana naa'u nüshi, na süchooinkana Bilha oo'ulaka Zilpa. Aküjapü'üshi José nachikü na nuwalayuukana nümüin chi nashikai süchiki tü kasa mojusü naa'inrapü'ükat nayakana.;guc
8653;Aishi ma'i José nüpüla Jacob nouliale'e na wane nüchooinkana süka nüchoin nia laülaalu'u  nümüin. Naainjüin wane ashe'inyüü anasü ma'i nüpüla.;guc
8654;Je na nuwalayuukana natüjaapa aa'u chi nashikai sümaa niain alin ma'i nüpüla nouliale'e nayakana napüshua, na'ürülaashi joo nia. Isasü ma'i nachiki aneein nanüiki nümüin.;guc
8655;Shiasa'a so'u wane ka'i, nü'lapüjaakalaka José. Je nüküjapa süchikü tü nü'lapüinkat namüin na nuwalayuukana, a'ürülaaleeshi'iya ma'i sütüma.;guc
8656;Nümakalaka namüin: ―Kaatei, jiirakaapa. Jaapajapa süchikü tü ta'lapüinkat.;guc
8657;Müsü yaa: Ejinnajataatshii waa'in saalaja “trigo” süpa'a wane yüüja ta'lapüinru'u. Shiasa'a saa'in tü tejinnajalakat, asha'walaataasü saa'in. Sha'watüsü ma'i. Je sürütkaakalaka saa'in tü jijinnajalakat sünainmüin tü tejinnajalakat kulaalakuaippatsü saa'in yaalu'upünaa sünain. Shejepünajaakalaka sü'ütpa'amüin tü tejinnajalakat maa aka nükuaippa wane wayuu eekai kojutüin wayuu nütüma ―nümakalaka José namüin na nuwalayuukana.;guc
8658;Je nasouktakalaka na nuwalayuukana: ―Aa, walaülainjachita'a pia. Koo'omüinshi ma'i na'ürülaain José sünainjee tü nü'lapüinkat je sünainjee nünüiki sünain nüküjüin süchikü tü nü'lapüinkat namüin.;guc
8659;Nü'lapüjaakalaka joo José wane lapü'üya. Nüküjakalaka joo tia'aya namüin na nuwalayuukana sünain maa: ―Kaatei, jiirakaapa. Ta'lapüinsü wane lapüya'asa. Müsü yaa: Shiasa'a naa'in chi ka'ikai je tü kashikat otta müsia poloosü waneemüin jolotsü, ejepünajaataatsü saa'in tamülatu'umüin maa aka nükuaippa wane wayuu eekai kojutüin wayuu nütüma.;guc
8660;Nüküjakalaka joo shia'aya nümüin chi nüshikai. Je nü'ülüjakalaka ne'e chi nüshikai nümüin sümaa nümüin nümüin: ―¿Jamalu'ulu tü pü'lapüinkat? ¿Antajana taa waya, tayakai sümaa tü ta'wayuusekat je na polooshiikana waneemüin puwalayuu, sünain ejepülawaa mmolu'u pümülatu'umüin maa aka nükuaippa wane wayuu eekai kojutüin wayuu nütüma? ―nümakalaka nümüin.;guc
8661;Je na nuwalayuukana, na'ürülaashi ma'i joo José sünainjee tia. Alu'ujasa'aya chi nüshikai, jülüjasü naa'in tia lapükat.;guc
8662;Otta müsia so'u wane ka'i sulu'ujee tü nasapü kanüliakat Hebrón, o'unüshii na nuwalayuukana José sünain o'onowaa sümaa nümü'ünüin chi nashikai sulu'umüin wane mma kanüliasü Siquem. Nüküjakalaka Jacob nachikü nümüin José: ―Ichaa na puwalayuukana o'onooin chamüin cha'aya Siquemmüin. Jalaichi paala taluwataaiwa pia nachiirua. Nüsouktakalaka José nümüin: ―Anii taya. Nümakalaka Jacob nümüin: ―Pu'una paala pünalaaiwa namüin puwalayuu je sümüin tü mürütkat. Püntira tamüin tü nachikükat otta müsia süchikü tü mürütkat. Nu'unakalaka José. Nüntakalaka Siquemmüin.;guc
8663;Eittüin müshi joo nia yala'aya ne'e süka nnojolüin nüntüin nanain na nuwalayuukana. Nüntakalaka wane wayuu nünainmüin. Nüsakinnakalaka nütüma chi wayuukai: ―¿Kasa püchajaaka achikü? ―nümakalaka nümüin.;guc
8664;Nüsouktakalaka José: ―Naya tachajaaka achikü na tawalayuukana. ¿Jalashii pi'rüin naya ekajirüin?;guc
8665;Je nümakalaka chi wayuukai nümüin José: ―O'unüinapa naya yaajee yaa. Taapajüin nanüiki: “Joo'uya Dotánmüin”, majüshii. Nu'unakalaka joo José sünain achajawaa nachikü na nuwalayuukana. Nüntakalaka nanain cha'aya Dotán.;guc
8666;Shiasa'a ne'raiwa'aya nia wattajee, nnojoliiwa'aya nüntüin nanainmüin, aashajaajiraashii naya shii'iree no'uteein naa'in.;guc
8667;Namajiraakalaka na nuwalayuukana: ―Jiirakaa nümüin chi a'lapüjaaikai. Iseetataalaichi.;guc
8668;Joo'uya wo'utaiwa naa'in sümaa wojuteechin nia sulu'u wane ishi eekai o'utüin ma'i. “Shikataain kannajapüt yala”, wameenakalaka ne'e nüchikü. We'rajataaleerü aa'u sünain jameerüin eera tü nü'lapüinkat ―namajiraakalaka.;guc
8669;Otta Rubén, naapapa tüü, süka nücheküin nu'tte'e-reein chi nimüliakai, nümakalaka namüin: ―Nnojo wo'utüin naa'in chi wemüliakai.;guc
8670;Nnojo jikeenatirüin isha. Shia anaka jujutüle nia sulu'u tü ishi yaa yüütüüipa'a. Nnojo jamüin jütüma nia. ―nümakalaka namüin süpüla nu'tte'erüinjachin nia noulia sünain nüle'ejirüinjachin mapa nümüin chi nüshikai.;guc
8671;Wanaa sümaa nüntüin José eemüin na nuwalayuukana, saakajaanakalaka joo tü ashe'inyüü anasükat nuulia natüma.;guc
8672;Nata'ülüin nia. Najutakalaka nia sulu'u tü ishikat, wane ishi malu'usat wüin.;guc
8673;Je süchikijee najutüin nia, aikkalaashii naya sünain ekawaa. Neirakaale'ekalaka joo wanaa sümaa wane wayuuirua alatüin yalapünaa. Shia tü wane nüikeyuukalüirua Ismael. Chaje'ewannuu Galaad. Je tü ne'ejenakalüirua “camello”, kachisesü ma'i süjü wunu'uirua jemetayuu eejuulu otta müsia wane süjüirua wunu'uya'asa'a kanüliasü “bálsamo” otta müsia “mirra”. Chawat sülü'üjüin Egiptomüin.;guc
8674;Shiasa'a nümakalaka Judá sümüin tü nuwalayuukat: ―¿Kaseerü wayu'tka sulu'ujee wo'utüle naa'in wawala süpüla wonujulajüinjatüin nüchikü süchikijee wo'utüin naa'in?;guc
8675;Shia anaka alu'u müleka woikküle ne'e nia sümüin tü nüikeyuukalüirua Ismael. Wemüliaja'a ne'e nia. Nnojoleechi wo'utüin aa'in. Naapaakalaka joo süchikü tü nümakat Judá namüin.;guc
8676;Je wanaa sümaa sülatüin tü nüikeyuukalüirua Ismael, tüirua oikkannuukalüirua, nayu'tkalaka nia sulu'ujee tü ishikat. Noikkakalaka nia namüin saa'u piama shikii shipesajia shi'ipachonnii pülaata. Je tü nüikeyuukalüirua Ismael sümaashi José Egiptomüin.;guc
8677;Je kama'alu'u, nüle'ejapa Rubén eemüin tü ishikat, nainkuukalaka aa'in süka nnojolin José nüpüla sulu'u tü ishikat. Nüchatajaakalaka tü nüshe'inkat shiyaawaseya mojaa aa'in.;guc
8678;Shiasa'a nüle'ejakalaka nüchukua eemüin na nuwalayuukana. Nümakalaka: ―Nnojoishi chi jima'aikai sa'aya. ¿Kasa taainjüinjatka joolu'u? ―nümakalaka namüin.;guc
8679;Nayasa'a na nuwalayuukana Rubén, naapaakalaka tü nüshe'in José, tü aakajaanakat paala nuulia natüma. No'utakalaka naa'in wane kaa'ulachon. Na'yarülajakalaka tü nüshe'inkat süka nüsha chi kaa'ulachonkai.;guc
8680;Suluwate'ennakalaka tü nüshe'inkat nümüin chi nashikai sümaa wane pütchi malu'ulu yaa: “Wanta anainrü tüü. Pünanaja ma'i müleka shiale jama nnojottaapa shiain nüshe'in chi püchonkai”, münataalashi chi nüshikai.;guc
8681;Je Jacob, sünain niyaawatüin shia, nümakalaka: ―Aisha'ajaa, shia'aya ma'i nüshe'in chi tachonkai tüü. Shikakajasa'a eera kannajapüt, shi'yülüjakajasa'a eera nia.;guc
8682;Nüchatajaakalaka joo nüshe'in Jacob süka mojuin naa'in. Na'atakalaka wane kuluulu yalayalasü ma'i nünain, süka shiyaawasein mojaa aa'in. Je a'yalajüshi ma'i watta ka'i naalii chi nüchonkai.;guc
8683;Noo'ulaküin namülialüin nia napüshua na nüchooinkana. Otta niakai, nnojotsü nücheküin achikü tü amüliannaakat. Müshi nia: “Müichia taya a'yalajüin naalii tachon wane'ere'eya chapa taya kottüin nümaa eere süpülee tü ouktüsükalüirua”. Je Jacob, ayatüshia a'yalajüin ma'i nüchiirua José chi nüchonkai.;guc
8684;Otta müshia José, antinna müshija'a nia chaa Egiptomüin natüma na nüikeyuukalüirua Ismael. Je chamüin cha'aya, oikkünüshi nia natüma süpüla achepchieeinjachin nümüin wane wayuu Egiptoje'ewai kanüliashi Potifar, wane chi ni'ipajaikai chi sülaülakai Egipto, Faraón münakai. Otta müshia Potifar, sülaüla waaria.;guc
8685;So'u wane ka'i, o'unüshi Judá noulia na nuwalayuukana süpüla ni'iyouin wane nütünajut kanüliashi Hira kepiashi cha'aya sulu'u tü pueulokat Adulam.;guc
8686;Eejattaaja'a nüpüla wane jierü yaaje'ewat sulu'u tü mmakat Canaán, nüchon wane wayuu Súa anüliachi. Nu'wayuusekalaka shia.;guc
8687;Kachonkalaka shia nümüin je ni'itaakalaka nünülia chi nüchonkai Er nümünüin.;guc
8688;Kachonkalaka shia süchikua'aya je ni'itaakalaka nünülia chi nüchonkai Onán nümünüin.;guc
8689;Kachontaaja shia süchikua'aya je ni'itaakalaka nünülia chi nüchonkai Sela nümünüin. Otta müshia Judá, nnojoishi wanaa sümaa jemelin Sela. Chajachi nia cha'aya sulu'u tü pueulokat Quezib.;guc
8690;Je miyo'upa Er, chi epayaakai nüchon Judá, achajaanasü wane jierü nütüma chi nüshikai süpüla nu'wayuuseinjatüin shia. Nüntakalaka sünain. Tamar sünülia.;guc
8691;Otta müshia Er, e'rüi wayumüin nia no'ulu'u Jehová. Je sükajee tia, o'utüna aa'inchi nütüma chi Maleiwakai.;guc
